client,date_of_purchase,units,price_per_unit,payment_method,payment_hour,country
ABB,2023-09-23,42,41.5,cash,23:51,Denmark
UniCredit,2023-05-29,97,70.0,debit_card,23:19,Malta
Kerry Group,2023-06-24,16,135.15,debit_card,08:12,France
Rio Tinto,2023-04-19,9,42.95,credit_card,06:58,Ukraine
GVC Holdings,2023-12-06,20,125.72,debit_card,07:14,Romania
Allianz,2023-01-06,87,182.76,credit_card,20:55,Finland
Nokia,2023-12-16,74,38.55,credit_card,09:18,Denmark
CBRE Group,2023-09-30,68,20.55,cash,03:44,Poland
Suez,2023-03-19,80,244.09,cash,14:28,Finland
Smurfit Kappa,2023-02-07,55,191.77,credit_card,20:51,Slovenia
Red Eléctrica,2023-06-29,84,138.99,credit_card,15:30,Vatican City
Bord na Móna,2023-11-16,27,248.23,credit_card,14:03,Cyprus
Continental AG,2023-05-06,31,107.19,cash,17:59,Poland
BP,2023-11-18,3,85.22,credit_card,22:15,Luxembourg
WPP plc,2023-11-28,21,146.36,credit_card,16:29,North Macedonia
Argenta,2023-09-04,86,52.65,debit_card,15:56,Romania
Henkel,2023-03-18,65,254.71,cash,03:27,Belarus
Dassault Systèmes,2023-12-04,66,123.68,credit_card,02:57,Latvia
Antofagasta,2023-04-06,25,299.14,credit_card,06:38,Luxembourg
EDP,2023-08-27,81,167.65,credit_card,12:11,Czech Republic
EDP,2023-02-28,61,89.0,credit_card,04:11,Austria
Cancom,2023-03-17,67,239.04,credit_card,08:45,Moldova
Lonza Group,2023-03-29,60,27.2,debit_card,07:46,Austria
Burberry,2023-02-27,50,21.23,debit_card,15:20,Malta
Barco,2023-12-23,95,69.19,cash,04:43,Estonia
Evonik,2023-05-21,24,257.54,credit_card,18:26,Italy
BMW,2023-09-18,66,83.2,debit_card,09:43,Monaco
GlaxoSmithKline,2023-04-07,52,47.45,credit_card,04:51,Monaco
Ferrero,2023-03-19,11,145.17,cash,13:05,Czech Republic
Bunzl,2023-07-02,60,82.76,debit_card,13:28,Austria
Carlsberg,2023-10-22,31,226.01,credit_card,14:21,Slovakia
GN Store Nord,2023-01-02,10,79.04,credit_card,12:49,Liechtenstein
Cairn Homes,2023-05-17,49,270.64,debit_card,13:25,Italy
Rentokil Initial,2023-07-08,56,218.77,debit_card,13:34,Belgium
Unilever,2023-08-02,39,243.2,credit_card,00:56,North Macedonia
Whitbread,2023-06-04,89,14.2,credit_card,14:06,Vatican City
National Grid plc,2023-04-02,86,246.94,cash,19:32,Croatia
Antofagasta,2023-06-13,9,13.75,credit_card,12:19,Cyprus
L'Oréal,2023-07-27,37,265.14,debit_card,03:52,Norway
Great Portland Estates,2023-01-18,33,140.54,credit_card,07:14,Portugal
Reckitt Benckiser,2023-08-03,88,282.09,cash,14:58,Czech Republic
Bae Systems,2023-08-21,2,72.35,debit_card,11:20,Bosnia and Herzegovina
Ryanair,2023-06-15,30,185.43,cash,17:02,Belarus
Unilever,2023-02-15,41,291.33,debit_card,21:53,Sweden
ING Group,2023-12-29,11,163.23,cash,04:57,Sweden
Arcadis,2023-12-27,66,16.77,credit_card,10:33,San Marino
AkzoNobel,2023-03-13,51,114.66,cash,21:17,Switzerland
Swisscom,2023-05-13,73,169.3,cash,14:53,Denmark
ArcelorMittal,2023-06-05,53,68.98,credit_card,19:29,Estonia
Nokia,2023-06-28,36,153.55,cash,16:18,Sweden
Paddy Power Betfair,2023-01-04,15,271.3,cash,04:21,Belarus
Safran,2023-10-11,23,176.62,cash,06:00,Monaco
Grupo ACS,2023-11-03,64,182.8,debit_card,06:09,Albania
Ahold Delhaize,2023-06-03,8,134.05,credit_card,04:06,Belarus
Kuehne + Nagel,2023-10-12,65,285.6,cash,17:22,Finland
Experian,2023-07-01,34,113.39,debit_card,17:10,Slovakia
Bawag Group,2023-05-25,6,134.17,debit_card,01:30,Hungary
Swiss Re,2023-10-12,18,183.67,debit_card,16:55,San Marino
Rightmove,2023-10-26,95,215.89,credit_card,07:23,United Kingdom
Next,2023-02-15,39,212.25,credit_card,10:25,Slovenia
Sika AG,2023-11-17,15,286.88,credit_card,10:18,Luxembourg
An Post,2023-02-04,20,22.64,credit_card,22:22,Vatican City
Talgo,2023-04-19,60,103.4,cash,19:01,Italy
Alfa Laval,2023-07-23,28,39.71,credit_card,19:06,Iceland
Novo Nordisk,2023-08-13,79,105.42,cash,09:54,Moldova
Generali Group,2023-02-23,7,204.6,debit_card,21:03,Bulgaria
Diageo,2023-04-08,55,99.51,debit_card,08:08,Sweden
Ballast Nedam,2023-07-07,70,220.64,cash,10:39,Bulgaria
K+S AG,2023-05-03,70,256.55,credit_card,02:24,Poland
Vopak,2023-04-15,28,10.3,credit_card,07:18,Belgium
Fraport,2023-08-09,93,268.32,credit_card,09:43,Monaco
Ørsted,2023-06-11,10,79.97,credit_card,06:58,Slovenia
Ferrovial,2023-04-27,22,141.49,credit_card,20:58,Latvia
Temenos AG,2023-11-11,8,206.58,credit_card,05:14,Estonia
SSAB,2023-03-07,78,57.24,cash,06:45,Sweden
St. James's Place plc,2023-10-21,88,274.15,cash,08:51,Netherlands
Deutsche Telekom,2023-04-02,76,291.6,cash,12:23,Serbia
Volvo Group,2023-02-10,53,140.35,debit_card,21:05,Ukraine
Standard Chartered,2023-10-31,91,194.2,debit_card,10:01,Portugal
Galenica,2023-07-02,79,21.06,credit_card,23:54,Belgium
Kesko,2023-12-31,2,50.88,debit_card,09:47,Portugal
Tesco,2023-07-30,47,251.62,credit_card,22:06,Estonia
Puma,2023-02-02,59,143.25,debit_card,12:03,Slovenia
DNB ASA,2023-10-03,45,67.92,debit_card,05:29,Belarus
Securitas AB,2023-05-15,8,83.38,cash,17:14,Belarus
Sage Group,2023-03-25,49,279.78,debit_card,11:07,Monaco
Commerzbank,2023-10-10,15,71.09,credit_card,11:44,Denmark
Voestalpine,2023-05-24,57,227.24,credit_card,01:08,Belarus
Delivery Hero,2023-03-23,62,284.13,debit_card,12:07,San Marino
Unilever,2023-08-27,70,65.58,credit_card,00:59,Netherlands
Demant,2023-08-25,11,207.73,debit_card,06:28,France
Smurfit Kappa,2023-02-10,84,11.3,cash,20:18,Slovenia
Nestlé,2023-10-25,43,110.26,debit_card,18:42,Croatia
Smith & Nephew,2023-07-22,50,68.3,cash,07:28,Italy
BBVA,2023-05-10,81,122.72,debit_card,01:16,Kosovo
LEGO Group,2023-04-12,5,146.68,cash,03:48,Liechtenstein
Swisscom,2023-03-30,42,96.25,debit_card,08:27,Bosnia and Herzegovina
Fiat,2023-07-11,66,208.22,debit_card,22:02,Moldova
Coca-Cola HBC,2023-02-08,42,264.14,debit_card,22:19,Andorra
Lloyds Banking Group,2023-12-23,15,72.9,debit_card,01:07,Liechtenstein
Rolls-Royce Holdings,2023-01-06,67,45.87,debit_card,10:36,Switzerland
Eiffage,2023-05-26,26,176.55,debit_card,08:22,Slovakia
Valeo,2023-09-05,35,92.05,credit_card,14:56,Norway
Neste,2023-08-31,21,190.07,credit_card,05:27,Poland
Saint-Gobain,2023-02-15,13,67.2,credit_card,17:55,Hungary
Lonza Group,2023-08-03,83,95.78,cash,04:14,Slovakia
Volvo,2023-10-17,88,131.57,debit_card,22:28,Kosovo
Savills,2023-07-16,81,173.27,debit_card,16:29,Albania
National Grid plc,2023-11-08,70,196.66,credit_card,13:57,Vatican City
Vattenfall,2023-12-05,32,116.21,cash,20:45,Portugal
MTU Aero Engines,2023-01-05,8,71.46,cash,11:58,France
Veolia,2023-03-28,87,116.13,credit_card,23:04,Portugal
Aviva,2023-06-11,6,293.94,cash,23:28,Germany
Experian,2023-08-15,24,51.63,debit_card,08:48,Austria
William Demant,2023-02-15,37,25.09,credit_card,22:52,Switzerland
Coca-Cola European Partners,2023-07-06,100,156.33,credit_card,01:48,Cyprus
Andritz AG,2023-04-09,63,233.05,credit_card,07:23,Monaco
Vidrala,2023-01-22,65,58.4,debit_card,14:35,France
Snam,2023-03-06,41,270.73,credit_card,19:07,Portugal
Nestlé,2023-09-23,67,216.28,cash,05:53,Monaco
HSBC Holdings,2023-07-28,43,13.42,cash,14:55,Italy
Assa Abloy,2023-06-21,57,229.12,debit_card,09:14,Belgium
Rightmove,2023-11-04,98,110.52,cash,17:24,Finland
EDF Energy,2023-11-19,8,216.39,cash,19:45,Slovenia
Recticel,2023-05-11,98,98.17,cash,12:28,Moldova
Moncler,2023-05-18,13,114.1,credit_card,04:47,Lithuania
JD Wetherspoon,2023-04-28,53,73.6,cash,09:17,Greece
Bae Systems,2023-10-28,18,64.29,debit_card,23:55,Hungary
National Grid,2023-01-08,8,101.48,cash,20:48,Italy
Credit Suisse,2023-09-16,78,41.06,credit_card,01:25,Estonia
GN Store Nord,2023-05-27,77,205.54,debit_card,13:30,Bosnia and Herzegovina
Publicis Groupe,2023-04-03,96,244.99,credit_card,12:13,Liechtenstein
Lufthansa,2023-09-11,99,143.55,debit_card,05:54,Albania
ThyssenKrupp,2023-07-16,92,115.63,debit_card,12:55,France
Johnson Matthey,2023-07-16,2,145.84,cash,12:12,Lithuania
Barilla,2023-08-20,18,133.36,cash,17:23,Liechtenstein
Bunzl,2023-11-14,35,202.25,debit_card,22:27,North Macedonia
Diageo,2023-11-18,43,13.49,credit_card,14:27,Poland
Atlas Copco,2023-11-30,33,170.97,cash,21:52,Vatican City
Porsche,2023-07-22,89,10.94,credit_card,16:04,Kosovo
STMicroelectronics,2023-10-28,29,214.16,debit_card,19:17,San Marino
Assa Abloy,2023-05-10,42,197.84,cash,17:20,Latvia
Eni,2023-12-28,56,42.78,credit_card,06:07,Lithuania
888 Holdings,2023-08-07,91,232.95,credit_card,20:26,Latvia
Ageas,2023-02-20,97,269.59,cash,20:08,Slovenia
BASF,2023-10-22,39,84.31,debit_card,16:20,Andorra
Temenos AG,2023-06-07,15,274.13,credit_card,11:37,Serbia
Volkswagen,2023-11-22,47,47.64,credit_card,03:26,Austria
DSM,2023-02-06,29,17.44,cash,07:53,Iceland
Enel,2023-10-10,88,226.69,debit_card,03:39,Montenegro
Anheuser-Busch InBev,2023-06-23,55,280.35,debit_card,06:02,Portugal
L'Oréal,2023-05-21,54,295.4,credit_card,00:03,Cyprus
Roche,2023-04-04,24,74.45,credit_card,10:49,Montenegro
ITV plc,2023-12-17,36,146.44,cash,07:59,Switzerland
Balfour Beatty,2023-09-04,21,151.5,credit_card,01:04,Luxembourg
Sainsbury's,2023-10-09,6,190.83,credit_card,01:17,Croatia
Royal Dutch Shell,2023-04-26,88,284.92,cash,10:20,Vatican City
Nordea,2023-01-22,100,84.64,cash,13:38,Italy
Swatch Group,2023-08-01,4,60.24,debit_card,09:41,Lithuania
Renault,2023-07-20,21,140.08,credit_card,18:16,Cyprus
Vivendi,2023-03-05,95,13.78,debit_card,12:24,Slovakia
CBRE Group,2023-06-10,96,51.15,credit_card,02:39,Ukraine
Vodafone Group,2023-01-09,3,168.92,credit_card,08:25,San Marino
Bosch,2023-10-20,6,67.85,cash,07:31,Iceland
Atlantia,2023-02-22,71,138.62,credit_card,16:05,Malta
Galp Energia,2023-10-06,73,215.88,debit_card,11:04,Denmark
Novo Nordisk,2023-10-11,70,295.47,debit_card,15:39,Moldova
Pernod Ricard,2023-05-09,2,243.15,debit_card,15:13,Monaco
Mitchells & Butlers,2023-05-01,25,231.82,cash,08:16,Denmark
Sika AG,2023-11-17,11,235.6,cash,15:09,Montenegro
Ferrovial,2023-11-27,15,129.13,credit_card,22:29,Ireland
Banco Comercial Português,2023-01-11,20,225.89,credit_card,15:53,Norway
Atlas Copco,2023-01-17,78,298.49,debit_card,18:05,Ukraine
Prudential plc,2023-02-27,1,31.23,debit_card,21:17,Serbia
Aviva,2023-07-30,91,30.47,credit_card,14:07,Slovakia
BP,2023-06-25,35,86.23,credit_card,06:39,Finland
An Post,2023-10-14,80,18.68,debit_card,22:40,Malta
Straumann,2023-02-16,16,77.15,credit_card,02:40,San Marino
Just Eat Takeaway,2023-12-31,23,89.69,cash,04:00,Andorra
Kerry Group,2023-03-17,57,125.52,credit_card,19:54,Italy
ThyssenKrupp,2023-05-18,95,238.11,debit_card,21:46,Germany
Kingfisher plc,2023-01-20,37,287.86,cash,13:41,Ukraine
SSE plc,2023-12-07,89,116.95,debit_card,19:06,Ukraine
Playtech,2023-08-07,98,176.34,debit_card,10:46,San Marino
Antofagasta,2023-09-21,99,159.93,cash,02:25,Andorra
Iberdrola,2023-02-04,46,104.3,cash,07:43,Estonia
Allianz,2023-12-02,28,207.51,credit_card,13:26,Ukraine
Informa,2023-03-31,34,217.75,debit_card,20:23,Czech Republic
RHI Magnesita,2023-02-06,96,179.76,debit_card,10:59,Slovenia
Allianz,2023-02-28,66,90.1,debit_card,20:38,Germany
Geberit,2023-03-14,63,82.25,credit_card,06:06,Slovakia
Aena,2023-09-03,5,40.78,cash,00:20,Romania
Aviva,2023-09-21,76,233.21,cash,22:56,Malta
Kingspan Group,2023-02-18,43,84.39,credit_card,01:20,Sweden
Vivendi,2023-12-29,8,13.71,cash,04:03,Serbia
Kingspan Group,2023-08-10,96,165.09,credit_card,08:16,Romania
St. James's Place plc,2023-11-11,7,226.71,credit_card,01:37,Montenegro
Michelin,2023-09-08,72,153.75,debit_card,18:20,Bosnia and Herzegovina
Phoenix Group Holdings,2023-02-07,67,240.22,cash,03:51,Monaco
ThyssenKrupp,2023-07-15,83,74.73,credit_card,15:30,Slovakia
Ashtead Group,2023-05-27,4,60.43,debit_card,06:56,Montenegro
Iberdrola,2023-03-25,69,61.99,cash,12:48,Norway
Marston's,2023-10-23,19,133.47,cash,13:34,Serbia
Marston's,2023-05-13,85,150.67,debit_card,03:56,Denmark
STMicroelectronics,2023-04-25,71,149.17,cash,08:58,Monaco
GlaxoSmithKline,2023-09-07,77,160.68,cash,11:34,Kosovo
Adecco Group,2023-08-21,87,72.14,credit_card,06:02,Moldova
Proximus,2023-04-07,89,270.83,cash,20:53,Ukraine
Carlsberg Group,2023-04-11,36,30.22,credit_card,20:29,Andorra
Danone,2023-11-15,1,256.52,credit_card,01:21,France
Beiersdorf,2023-07-26,82,290.14,debit_card,17:57,Romania
Galenica,2023-02-27,33,273.08,debit_card,17:47,Ukraine
Renault,2023-08-11,88,163.87,credit_card,13:57,Vatican City
Nestlé,2023-01-23,74,40.23,debit_card,00:17,Croatia
Yara International,2023-12-30,1,51.27,debit_card,21:51,Ireland
Legrand,2023-01-02,93,78.33,debit_card,00:06,Hungary
Carnival Corporation & plc,2023-11-18,39,258.04,credit_card,09:24,France
Wärtsilä,2023-10-06,33,94.3,cash,07:53,Iceland
Rolls-Royce Holdings,2023-11-22,21,222.2,cash,12:14,Italy
BNP Paribas,2023-03-04,53,231.91,debit_card,14:09,Latvia
Euskaltel,2023-06-02,74,115.36,credit_card,06:14,Poland
National Grid plc,2023-07-20,11,158.56,cash,05:27,Bosnia and Herzegovina
Acciona,2023-09-14,31,114.45,debit_card,02:14,Germany
Iberdrola,2023-01-20,72,173.06,debit_card,02:26,Bosnia and Herzegovina
BASF,2023-02-10,90,63.47,debit_card,09:30,Bosnia and Herzegovina
Nestlé,2023-09-29,22,185.41,credit_card,18:39,Belgium
ABB,2023-07-24,13,178.58,debit_card,23:45,North Macedonia
CBRE Group,2023-02-12,99,233.0,credit_card,05:15,North Macedonia
LVMH,2023-01-08,47,281.61,credit_card,23:40,Switzerland
E.ON,2023-07-24,54,99.02,cash,07:18,Serbia
Adecco Group,2023-12-07,88,64.21,cash,11:01,Hungary
Glanbia,2023-12-09,30,112.24,debit_card,06:04,Liechtenstein
Vopak,2023-12-09,48,225.51,cash,23:38,Greece
Rio Tinto,2023-06-07,85,161.46,credit_card,00:15,Belgium
EasyJet,2023-09-29,1,269.61,credit_card,02:24,Slovenia
Belgacom,2023-09-24,25,87.24,cash,19:13,Italy
Iberdrola,2023-12-21,44,252.86,cash,06:06,Ireland
Anheuser-Busch InBev,2023-07-07,25,115.18,cash,23:54,Monaco
Bayer,2023-02-14,98,218.94,debit_card,19:16,Sweden
CaixaBank,2023-02-20,86,281.72,cash,17:42,North Macedonia
UBS,2023-10-08,31,30.94,cash,10:03,Cyprus
Deutsche Bank,2023-11-17,80,112.89,cash,17:26,Iceland
Adidas,2023-06-19,21,41.63,cash,14:50,Estonia
Sacyr,2023-03-03,53,178.65,credit_card,18:52,Croatia
Porsche SE,2023-09-10,1,281.2,credit_card,08:27,Sweden
Kindred Group,2023-06-21,77,139.8,cash,22:58,Liechtenstein
Imperial Brands,2023-11-03,39,10.79,debit_card,04:03,Ireland
Securitas AB,2023-09-28,77,215.3,credit_card,17:40,Spain
Sacyr,2023-03-17,100,44.12,cash,09:29,Romania
Mapfre,2023-10-21,30,225.76,debit_card,23:13,Croatia
Michelin,2023-11-27,13,208.31,cash,08:39,Germany
Rightmove,2023-05-29,61,100.04,debit_card,09:32,Kosovo
Poste Italiane,2023-10-28,86,134.2,credit_card,04:45,Finland
Ryanair,2023-06-30,97,119.0,credit_card,14:13,Italy
Kone,2023-04-14,15,40.96,cash,15:48,Spain
Great Portland Estates,2023-09-12,73,200.85,cash,13:05,France
William Demant,2023-08-28,92,220.03,debit_card,22:32,Italy
Mota-Engil,2023-09-15,90,208.65,debit_card,08:56,Liechtenstein
K+S AG,2023-03-22,26,154.54,cash,16:30,Slovakia
Persimmon plc,2023-12-08,31,183.75,credit_card,19:25,Slovakia
Koninklijke Philips,2023-09-12,93,240.37,credit_card,21:36,Finland
Sabadell,2023-04-28,57,271.03,debit_card,13:06,Andorra
Swisscom,2023-10-17,3,155.61,debit_card,00:02,Belarus
SAP,2023-08-08,78,193.52,cash,02:36,Luxembourg
Danone,2023-06-23,41,29.32,cash,15:54,Croatia
Cancom,2023-07-13,78,148.03,cash,00:53,San Marino
Saint-Gobain,2023-11-20,77,178.2,credit_card,14:30,Albania
National Grid,2023-12-03,92,247.55,cash,23:44,Poland
Glanbia,2023-03-03,43,233.66,debit_card,13:08,Andorra
Rolls-Royce Holdings,2023-11-20,3,111.99,debit_card,17:53,Luxembourg
Royal Dutch Shell,2023-04-13,22,59.89,credit_card,14:46,San Marino
Software AG,2023-10-02,72,181.63,cash,12:59,Cyprus
UBS,2023-11-18,74,78.47,cash,04:19,Netherlands
E.ON,2023-05-02,51,181.52,debit_card,13:35,Ireland
IKEA,2023-06-28,9,289.02,debit_card,00:23,Luxembourg
Compass Group,2023-06-11,1,268.36,credit_card,10:15,France
Air Liquide,2023-08-08,76,170.83,cash,12:52,Belarus
Associated British Foods,2023-05-26,3,297.23,cash,10:04,Latvia
Land Securities,2023-10-03,33,194.36,cash,01:50,Sweden
Schroders,2023-09-13,71,94.14,credit_card,01:54,Slovenia
Balfour Beatty,2023-11-25,54,11.39,credit_card,22:20,Monaco
Veolia,2023-05-17,99,148.05,cash,20:06,Sweden
Land Securities,2023-04-21,86,190.54,cash,21:52,Austria
EDF,2023-03-01,71,148.99,debit_card,12:01,Belarus
Glanbia,2023-10-23,23,51.05,cash,12:52,Luxembourg
Sainsbury's,2023-01-24,8,100.14,cash,06:36,Albania
Vivendi,2023-08-27,78,274.17,debit_card,08:55,Finland
Belgacom,2023-03-01,22,273.78,credit_card,19:20,Sweden
Experian,2023-06-13,27,48.49,debit_card,23:26,Vatican City
AkzoNobel,2023-01-31,38,90.43,cash,18:24,Andorra
St. James's Place plc,2023-07-23,30,223.83,credit_card,01:56,Iceland
Pirelli,2023-05-20,89,210.08,debit_card,19:30,Vatican City
Swiss Re,2023-10-16,89,262.76,debit_card,09:56,Portugal
Kingfisher plc,2023-03-03,61,230.23,debit_card,18:21,Netherlands
ASML Holding,2023-06-08,1,152.72,credit_card,08:47,Andorra
Novo Nordisk,2023-03-16,26,142.09,debit_card,08:30,Switzerland
Stora Enso,2023-11-19,30,245.05,cash,11:27,Denmark
Kingfisher plc,2023-03-23,26,116.7,debit_card,19:43,Vatican City
JD Wetherspoon,2023-06-23,84,82.25,debit_card,18:01,Finland
Proximus,2023-01-01,18,162.07,cash,14:57,Sweden
Mitchells & Butlers,2023-07-15,75,102.24,cash,22:15,Portugal
Experian,2023-06-17,43,114.17,credit_card,08:04,Liechtenstein
Euskaltel,2023-10-19,13,138.55,credit_card,00:27,Slovakia
Danske Bank,2023-04-14,38,95.6,debit_card,21:37,Italy
Altice Europe,2023-09-05,29,262.71,credit_card,03:15,Kosovo
UCB,2023-10-11,65,31.29,debit_card,06:36,Denmark
A.P. Møller – Mærsk,2023-09-28,15,286.14,credit_card,20:39,Vatican City
Galp Energia,2023-01-18,39,119.91,debit_card,04:28,Liechtenstein
Sika AG,2023-05-26,97,164.97,credit_card,09:08,Monaco
Pernod Ricard,2023-06-02,5,143.91,credit_card,23:35,Vatican City
Deutsche Bank,2023-11-06,39,115.57,debit_card,11:05,Hungary
Lonza Group,2023-10-02,75,187.13,cash,00:47,Norway
Sainsbury's,2023-01-06,82,199.9,debit_card,07:35,Finland
Lloyds Banking Group,2023-06-29,81,73.2,debit_card,23:17,Romania
STMicroelectronics,2023-03-30,53,199.51,credit_card,16:09,Croatia
KBC Group,2023-03-15,10,191.0,credit_card,21:48,Sweden
Kingspan Group,2023-03-31,13,13.51,debit_card,16:57,Liechtenstein
London Stock Exchange Group,2023-05-27,90,171.33,credit_card,09:57,France
Phoenix Group Holdings,2023-05-22,10,139.34,credit_card,16:58,Liechtenstein
Adidas,2023-05-21,83,85.44,cash,17:57,Liechtenstein
Daimler,2023-01-21,90,296.64,cash,16:33,Poland
MAN SE,2023-10-16,81,113.6,cash,15:31,Kosovo
Prudential plc,2023-01-22,43,224.51,debit_card,01:23,Ukraine
Storebrand,2023-05-08,57,252.87,cash,19:03,Albania
Diageo,2023-02-11,54,25.56,credit_card,23:12,Sweden
Zalando,2023-10-14,28,170.64,credit_card,04:01,Netherlands
Tesco,2023-07-04,65,295.46,debit_card,18:59,Liechtenstein
Legal & General,2023-11-15,30,99.46,cash,20:59,Belarus
Mapfre,2023-12-30,35,171.27,cash,19:46,Germany
Mediaset,2023-01-05,82,182.43,credit_card,16:19,Hungary
Ferrari,2023-09-07,90,148.77,debit_card,22:54,Bulgaria
Fresenius,2023-02-16,14,267.67,debit_card,03:05,Croatia
EssilorLuxottica,2023-07-27,23,216.18,credit_card,19:29,Cyprus
Viscofan,2023-12-11,53,231.5,credit_card,04:13,Moldova
Koninklijke Philips,2023-10-03,10,11.8,credit_card,13:48,Monaco
Michelin,2023-02-11,67,37.04,cash,14:22,Vatican City
Intertek Group,2023-05-28,21,213.55,credit_card,22:43,North Macedonia
Intertek Group,2023-10-19,93,258.78,credit_card,18:42,Serbia
Just Eat,2023-05-15,66,159.73,cash,19:54,Austria
William Hill,2023-04-03,12,28.66,debit_card,11:12,Belarus
Great Portland Estates,2023-06-01,26,99.42,debit_card,14:14,Cyprus
Adidas,2023-09-20,87,57.8,cash,18:56,Latvia
Bayer,2023-10-03,53,46.88,cash,08:08,Monaco
Telefónica,2023-04-18,99,115.12,credit_card,01:53,Switzerland
Kesko,2023-12-01,78,108.38,debit_card,04:45,Spain
Pernod Ricard,2023-07-16,62,235.47,cash,11:35,Cyprus
Tele2,2023-12-05,73,254.8,credit_card,15:10,Portugal
Paddy Power Betfair,2023-09-04,92,182.39,debit_card,21:48,Hungary
Whitbread,2023-05-09,89,17.8,credit_card,11:29,Latvia
Next plc,2023-06-26,78,249.75,cash,23:15,Kosovo
Unite Group,2023-10-05,92,172.67,debit_card,23:37,San Marino
Great Portland Estates,2023-09-02,76,102.62,debit_card,04:07,Slovakia
Euroclear,2023-03-20,35,237.32,cash,18:14,Montenegro
Legal & General,2023-06-22,92,179.45,credit_card,08:48,Luxembourg
Umicore,2023-05-10,99,297.47,cash,10:45,France
GVC Holdings,2023-08-26,32,135.6,credit_card,20:51,Sweden
British American Tobacco,2023-04-27,93,185.31,credit_card,19:27,Luxembourg
TomTom,2023-03-12,33,102.57,debit_card,14:24,San Marino
Segro,2023-04-23,62,232.22,credit_card,11:42,Austria
Rio Tinto,2023-05-05,70,97.83,credit_card,19:19,Netherlands
UCB,2023-12-19,36,120.18,cash,00:35,Andorra
Zurich Insurance Group,2023-10-07,25,154.79,debit_card,17:02,Montenegro
Ericsson,2023-01-16,62,24.61,debit_card,07:02,Moldova
Zalando,2023-09-19,48,194.53,debit_card,12:57,Iceland
Arcadis,2023-08-06,45,38.57,debit_card,17:23,Malta
Ørsted,2023-08-11,94,10.96,debit_card,06:47,Slovakia
Generali Group,2023-01-22,27,159.92,credit_card,12:48,Slovenia
Daimler,2023-01-07,67,13.22,cash,18:37,San Marino
Danone,2023-07-07,77,259.03,credit_card,20:47,Portugal
A.P. Møller – Mærsk,2023-07-05,28,268.99,cash,22:55,Sweden
National Grid plc,2023-12-14,17,169.21,credit_card,18:54,Latvia
IKEA,2023-08-22,99,220.75,cash,16:06,Montenegro
EDF Energy,2023-03-21,95,119.2,debit_card,22:37,San Marino
Alstom,2023-07-17,90,53.26,cash,23:10,Albania
DSM,2023-02-24,82,232.72,cash,04:07,Bosnia and Herzegovina
Amadeus IT Group,2023-05-13,21,224.33,credit_card,13:50,Slovakia
Carlsberg Group,2023-09-19,42,68.34,debit_card,11:06,Andorra
Vestas,2023-07-15,14,52.95,credit_card,15:16,Estonia
Iberdrola,2023-02-13,53,227.49,cash,22:01,Poland
Securitas AB,2023-03-27,54,299.15,debit_card,10:52,Ukraine
Spirax-Sarco Engineering,2023-12-17,41,56.23,debit_card,13:09,Portugal
Skanska,2023-02-07,66,249.73,debit_card,16:25,Bosnia and Herzegovina
Fresnillo,2023-08-07,40,198.73,credit_card,19:48,Luxembourg
Porsche,2023-12-29,68,42.51,debit_card,07:11,Cyprus
Coca-Cola HBC,2023-08-21,30,243.18,debit_card,04:26,Poland
Bunzl,2023-03-04,39,46.66,cash,07:53,Serbia
LafargeHolcim,2023-08-14,72,90.53,debit_card,08:46,North Macedonia
Ferrovial,2023-05-21,11,252.07,debit_card,06:49,Portugal
Legal & General,2023-01-04,68,53.22,cash,18:36,Vatican City
Swisscom,2023-01-08,44,71.51,credit_card,14:28,North Macedonia
AXA,2023-03-10,37,175.96,credit_card,10:03,Estonia
Givaudan,2023-01-05,97,39.08,debit_card,14:16,Ukraine
BNP Paribas,2023-04-24,94,230.56,cash,19:21,Slovakia
Banco Comercial Português,2023-11-17,32,27.41,credit_card,20:10,United Kingdom
Total,2023-06-14,63,67.13,cash,19:31,Greece
Kindred Group,2023-03-31,39,146.68,credit_card,17:42,Liechtenstein
Atlas Copco,2023-02-19,51,20.34,debit_card,11:07,Monaco
Bekaert,2023-06-12,58,106.39,cash,18:08,Iceland
Schroders,2023-09-10,45,180.59,cash,19:33,Serbia
Holcim,2023-12-23,91,295.69,cash,00:49,Netherlands
Novo Nordisk,2023-10-25,12,31.5,debit_card,12:40,Moldova
Rolls-Royce Holdings,2023-03-20,87,218.81,debit_card,10:59,Croatia
Severn Trent,2023-07-18,48,164.03,cash,08:42,Germany
OMV Group,2023-09-05,47,284.57,credit_card,17:06,Greece
BMW,2023-04-24,97,168.09,cash,19:03,Latvia
Amadeus IT Group,2023-08-24,81,47.89,cash,15:33,Netherlands
Betsson,2023-10-18,60,209.56,debit_card,23:28,Greece
Glanbia,2023-11-16,90,180.32,cash,23:35,Ireland
Nordea,2023-08-14,51,210.8,debit_card,05:18,Malta
Barilla,2023-05-11,12,247.23,cash,16:52,San Marino
Grifols,2023-02-13,80,297.38,debit_card,00:03,Hungary
Glencore,2023-08-25,43,126.29,cash,13:24,Montenegro
National Grid plc,2023-07-06,15,160.77,credit_card,05:42,Ireland
Marston's,2023-09-30,76,188.98,cash,23:15,France
TomTom,2023-10-24,66,180.3,credit_card,08:04,Latvia
Swisscom,2023-07-13,62,284.82,cash,06:07,Greece
Evonik,2023-12-27,39,238.2,credit_card,04:06,Slovenia
